$ID,$ID_NAME,CircleMax,Description,Icon,IsHidden,IsSecret,JobDifficulty,JobTree,JobType,Link_Attributes,Link_Skills,Name,Rank,Stat_CON,Stat_DEX,Stat_INT,Stat_SPR,Stat_STR
1001,Char1_1,3,ソードマンは強靭な身体と様々な武器を使って近くに押し寄せる敵を倒す戦士です。 ,c_warrior_swordsman,False,False,0,3,[0],"[10000, 101020, 10028, 101004, 101014, 101017, 101001, 101015, 101013, 101007, 101008, 101018, 101010, 101012, 101016, 101021]","[10001, 10002, 10003, 10004, 10005, 10006, 10007, 10008]",ソードマン,1,8,5,2,3,7
1002,Char1_2,3,ハイランダーは両手剣を使う強靭な戦士です。敵を他の敵や地形に衝突させることができるので、多数の敵と戦う際は有利です。,c_warrior_highlander,False,False,0,3,[0],"[10000, 10002, 103017, 103007, 103016, 103001, 103014, 103022, 103020, 103004, 103015, 103010, 103019, 103011, 103018, 103023, 103024, 103013, 103021, 103026, 103025]","[10201, 10202, 10203, 10204, 10205, 10207, 10208, 10206, 10209]",ハイランダー,2,8,5,2,3,7
1003,Char1_3,3,ペルタストは盾を使って敵の攻撃を防いだり、敵を挑発しておびき寄せる防御型の戦士です。,c_warrior_peltasta,False,False,2,3,[5],"[10000, 102014, 102015, 102016, 102004, 102017, 102012, 102001, 102011, 102021, 102022, 102029, 102008, 102013, 102020, 102019, 102010, 102023, 102024, 102025, 102027, 102028]","[10101, 10102, 10103, 10104, 10105, 10106, 10107, 10108, 10109]",ペルタスト,2,8,5,2,3,7
1004,Char1_4,3,槍を使うホプライトは射程距離が長く、中型以上の大きく強い敵と戦う時にボーナスを獲得できます。,c_warrior_hoplite,False,False,0,3,[0],"[10003, 104001, 104013, 104023, 104007, 104014, 104015, 104024, 104016, 104018, 104004, 104017, 104010, 104025, 104021, 104012, 104020, 104022]","[10301, 10302, 10303, 10304, 10305, 10307, 10306]",ホプライト,3,8,5,2,3,7
1005,Char1_5,3,センチュリオンはフォーメーションを使って戦いを指揮するクラスです。状況に応じて様々な陣形を巧みに操り、仲間たちを指揮します。,c_warrior_centurion,False,False,1,3,[9],"[110001, 110002, 110003, 110004, 110005]","[10901, 10902, 10903, 10904, 10905, 10906, 10907, 10908, 10910]",センチュリオン,200,8,5,2,3,7
1006,Char1_6,3,勝利のためならば型にとらわれず何でもするバーバリアンは、猪突猛進で好戦的な戦士です。,c_warrior_barbarian,False,False,0,3,[0],"[10002, 105001, 105006, 105017, 105015, 105005, 105009, 105008, 105021, 105012, 105016, 105014, 105018, 105019, 105020]","[10401, 10404, 10411, 10409, 10405, 10406, 10410, 10407, 10408]",バーバリアン,3,8,5,2,3,7
1007,Char1_7,3,両手槍を専門的に使うカタフラクトは、敵の防衛線を突破して粉砕する騎兵クラスです。 ,c_warrior_cataphract,False,False,2,3,[0],"[10004, 10016, 107019, 107001, 107004, 107016, 107014, 107007, 107017, 107015, 107010, 107018, 107012, 107013]","[10601, 10602, 10603, 10604, 10605, 10608, 10606]",カタフラクト,4,8,5,2,3,7
1008,Char1_8,3,コルセアは自分のPTを海賊団として組織し、独特な戦術を使用します。敵のアイテムを略奪したり、宝箱の獲得、コンボシステムなどの使用が可能です。,c_warrior_corsair,False,False,2,3,"[0, 9]","[10015, 10011, 109007, 109003, 109001, 109002, 109005, 109006, 109009, 109010, 109011, 109012]","[10801, 10802, 10803, 10807, 10805, 10808, 10809, 10810]",コルセア,5,8,5,2,3,7
1009,Char1_9,3,ドッペルゾルドナーは多くの報酬を得るために高いリスクを取ることを選ぶクラスです。自らを危険にさらす代わりに、攻撃力を高めたり多くの経験値を獲得します。,c_warrior_doppelsoeldner,False,False,0,3,[0],"[10002, 111018, 111003, 111017, 111002, 111006, 111005, 111001, 111004, 111011, 111019, 111008, 111016, 111010, 111014, 111009, 111015, 111012, 111013]","[11004, 11001, 11002, 11003, 11005, 11006, 11008, 11007, 11009, 11010]",ドッペルゾルドナー,6,8,5,2,3,7
1010,Char1_10,3,ロデレロは敵を奇襲して瓦解させる戦闘の専門家です。盾を使った防御スキルは遠距離攻撃を防ぐのに効果的です。,c_warrior_rodelero,False,False,2,3,[0],"[102015, 106001, 106004, 106014, 106007, 106013, 106015, 106023, 106010, 106018, 106019, 106020, 106017, 106022, 106016, 106021]","[10501, 10502, 10503, 10504, 10507, 10508, 10505, 10506, 10509]",ロデレロ,4,8,5,2,3,7
1011,Char1_11,3,スクワイアは仲間をサポートするソードマン系クラスです。仲間の装備をメンテナンスして性能を向上させたり、拠点を設置して仲間の活動を助けます。,c_warrior_squire,False,False,2,3,"[7, 4, 9]","[108001, 108008, 108009, 108002, 108003, 108004, 108005, 108006, 108007, 108010]","[10704, 10703, 10709, 10705, 10706, 10707, 10708]",スクワイア,5,8,5,2,3,7
1012,Char1_12,3,ムルミロは、攻撃と防御のバランスが取れた剣闘士です。兜を被って遠距離攻撃をガードしたり、盾系のスキル効果をアップさせることができます。,c_warrior_murmillo,False,False,1,3,"[0, 5]","[115001, 102015, 115008, 115012, 115013, 115014, 115002, 115003, 115004, 115005, 115010, 115009, 115011, 115016, 115015, 115019, 115018, 115017]","[11301, 11302, 11303, 11304, 11307, 11308, 11309, 11310]",ムルミロ,8,8,5,2,3,7
1013,Char1_13,1,シノビは忍法を使った特別な戦法を繰り広げるソードマン系のクラスです。 長く苦しい修行を乗り越えた者だけがシノビになることができます。,c_warrior_shinobi,True,True,1,3,[0],"[10018, 113009, 113003, 113004, 113006, 113007, 113002, 113005, 113001, 113010]","[11205, 11202, 11203, 11204, 11201]",シノビ,7,8,5,2,3,7
1014,Char1_14,3,フェンサーはレイピアを使って素早い連続攻撃を駆使するクラスです。,c_warrior_fencer,False,False,0,3,[0],"[10017, 112001, 112011, 112003, 112004, 112005, 112006, 112007, 112002, 112008, 112009, 112010]","[11102, 11103, 11104, 11105, 11107, 11101, 11106, 11108, 11109, 11110, 11111]",フェンサー,6,8,5,2,3,7
1015,Char1_15,3,ドラグーンは槍を使う戦闘に長けた精鋭戦士です。 特に両手槍を使う時にボーナスを獲得します。,c_warrior_dragoon,False,False,2,3,[0],"[10003, 10004, 114010, 114019, 114001, 114003, 114004, 114012, 114005, 114006, 114007, 114017, 114008, 114009, 114016, 114011, 114014, 114015, 114018]","[11401, 11402, 11403, 11404, 11405, 11407, 11408]",ドラグーン,7,8,5,2,3,7
1016,Char1_16,3,テンプラーは騎士団ギルドを組織して統率する指揮官クラスです。ギルドのマスターになれるのはテンプラーのみで、ギルドの成長方向性を決めることができます。,c_warrior_templar,False,False,0,3,[7],"[117001, 117002, 117003]","[11501, 11502, 11503, 11504, 11505, 11507, 11508, 11509, 11506, 11510]",テンプラー,7,8,5,2,3,7
1017,Char1_17,3,ランサーは、強力な対人スキルを持つ騎兵クラスです。敵の魔法陣や構造物を簡単に突破できる威力を持っています。,c_warrior_lancer,False,False,2,3,[2],"[10004, 10016, 116001, 116002, 116003, 116006, 116012, 116007, 116017, 116008, 116011, 116009, 116010, 116015, 116016, 116014, 116013]","[11601, 11603, 11604, 11605, 11606, 11607, 11608, 11609]",ランサー,8,8,5,2,3,7
1018,Char1_19,3,マタドールは闘牛士で、敵を挑発して素早い動きで攻撃を加えるクラスです。{nl}オルシャにあるマタドール掲示板と話した後、エサンチウ村にいるリティス、ナグリス、リナスと話してからフェディミアンにいるマタドールマスターを訪ねてください。,c_warrior_matador,True,False,2,3,[6],"[10017, 118001, 118008, 118016, 118007, 118006, 118013, 118002, 118003, 118017, 118004, 118005, 118012, 118009, 118018, 118010, 118011, 118014, 118015]","[11701, 11702, 11703, 11704, 11705, 11706, 11707]",マタドール,8,8,5,2,3,7
1019,Char1_20,1,ムエタイはムエタイスキルを使用する近接物理攻撃クラス。力の影響を受け、効果がアップ、または追加効果が発生するのが特徴です。,c_warrior_nakmuay,True,True,0,3,[0],"[119001, 119002, 119003, 119004]","[11801, 11802, 11803, 11804, 11805, 11806]",ムエタイ,7,8,5,2,3,7
1020,Char1_18,3,レティアリイは投網と片手槍、短剣を装着して戦う剣闘士クラスです。投網を利用して相手を縛り付けて装備を解除させ、相手の戦闘能力を低下させます。{nl}テナンツ農場にいるレティアリイマスターに会ってください。,c_warrior_retiarii,True,True,0,3,[0],"[10003, 120001, 120013, 120002, 120009, 120014, 120005, 120003, 120004, 120015, 120006, 120007, 120008, 120010, 120011, 120012]","[11901, 11902, 11903, 11904, 11905, 11906, 11907, 11908]",レティアリイ,8,8,5,2,3,7
2001,Char2_1,3,魔法で相手の攻撃を阻止したり自分の身を守るウィザードは広域攻撃をするクラスで、一つの対象に強力な攻撃を浴びせたり、多数の敵に広域攻撃を行うことができます。 ,c_wizard_wizard,False,False,2,4,[0],"[10000, 201001, 201009, 201010, 201014, 201004, 201006, 201013, 201008, 201015]","[20001, 20002, 20003, 20004, 20005, 20006, 20007, 20008]",ウィザード,1,3,4,8,7,3
2002,Char2_2,3,炎を操るパイロマンサーは強力な炎系持続魔法を使用して多数の敵を制圧します。,c_wizard_pyromancer,False,False,2,4,[0],"[10000, 202019, 202001, 202014, 202024, 202004, 202015, 202023, 202017, 202007, 202020, 202021, 202022, 202011, 202013, 202016]","[20101, 20102, 20103, 20104, 20107, 20105, 20106]",パイロマンサー,2,3,4,8,7,3
2003,Char2_3,3,氷を操るクリオマンサーは強力な魔法で敵を凍らせたり、氷の壁に敵を閉じ込めて仲間をサポートします。,c_wizard_cryomancer,False,False,2,4,[0],"[10000, 203013, 203017, 203019, 203001, 203011, 203004, 203020, 203007, 203016, 203015, 203018, 203010, 203021]","[20201, 20202, 20203, 20204, 20205, 20207, 20208]",クリオマンサー,2,3,4,8,7,3
2004,Char2_4,3,サイコキノは念動力を使って重力を操ることで、敵を引き寄せたり投げ捨てることができます。,c_wizard_psychokino,False,False,2,4,"[0, 7]","[204004, 204009, 204017, 204001, 204007, 204011, 204015, 204010, 204012, 204018, 204016, 204019, 204020, 204021]","[20301, 20302, 20303, 20304, 20305, 20308, 20306, 20307]",サイコキノ,3,3,4,8,7,3
2005,Char2_5,3,アルケミストは錬金術を使ってジェムを強化したり、アイテムの合成や製造を行います。,c_wizard_alchemist,False,False,2,4,[4],"[211001, 211007, 211004, 211005, 211006, 211008]","[21001, 21002, 21007, 21005, 21006, 21003, 21008]",アルケミスト,6,3,4,8,7,3
2006,Char2_6,3,ソーサラーは悪魔を召喚するウィザード系クラスです。召喚した悪魔を操ったり搭乗して敵と戦います。,c_wizard_sorcerer,False,False,1,4,"[3, 0]","[208003, 208001, 208002, 208006, 208007, 208013, 208009, 208008, 208010, 208011]","[60, 61, 62, 20701, 20706, 20707, 20708, 20702, 20703, 20704, 20705, 20709, 20710]",ソーサラー,5,3,4,8,7,3
2007,Char2_7,3,リンカーは仲間をつなげて受けるダメージを減らしたり、敵を縛って与えるダメージを増幅することができます。,c_wizard_linker,False,False,1,4,[7],"[205006, 205001, 205007, 205008, 205009, 205002, 205005, 205004, 205011, 205003, 205012, 205013, 205014]","[20401, 20402, 20403, 20404, 20405, 20407, 20406]",リンカー,3,3,4,8,7,3
