$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,Text,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
661203,Collection_Base_CASTLE65_3_HQ1,啓示者ミハイルの感想。コレクションとして収集できます。,icon_item_diary,[642208],None,None,None,None,None,None,ミハイルの感想,0,None,0.0,0.0,FFFF,3,0.0
663196,JOB_1_SAGE_ITEM1,セージマスターが探している本。内容を読むことができます。,icon_item_collection_01red,None,None,None,None,None,None,None,セージの基準点,0,None,0.0,0.0,FFFF,3,0.0
663197,JOB_1_SAGE_ITEM2,セージマスターが探している本。内容を読むことができます。,icon_item_collection_03blue,None,None,None,None,None,None,None,モンテロル山の女神の居所・第1巻,0,None,0.0,0.0,FFFF,3,0.0
663198,JOB_1_SAGE_ITEM3,セージマスターが探している本。内容を読むことができます。,icon_item_collection_00basic,None,None,None,None,None,None,None,空間の書,0,None,0.0,0.0,FFFF,3,0.0
690001,Book1,,icon_item_spellbook_1,None,None,None,None,None,None,None,本の題名,1,None,0.0,0.0,FFFF,3,1.0
690002,Book2,伝説のアーチャーと伝説の矢の製造者の物語。読むことができます。,icon_item_collection_00basic,None,None,None,None,None,None,None,リディア・シャッフェンとフレッチャー,1,QUEST_JOBSTEP_20150317_000722{np}QUEST_JOBSTEP_20150317_000723{np}QUEST_JOBSTEP_20150317_000724{np}QUEST_JOBSTEP_20150317_000725{np}QUEST_JOBSTEP_20150317_000726{np}QUEST_JOBSTEP_20150317_000727{np}QUEST_JOBSTEP_20150317_000728{np}QUEST_JOBSTEP_20150317_000729{np}QUEST_JOBSTEP_20150317_000730{np}QUEST_JOBSTEP_20150317_000731,0.0,0.0,FFFF,3,1.0
690003,Book3,フェディミアンに伝わる伝説。読むことができます。,icon_item_collection_01red,None,None,None,None,None,None,None,QUEST_LV_0100_20150317_001208,1, 遥か昔、フェディミアンに女神像が無かった頃のことです。{nl}もちろん、その頃も小さな女神像はありました。{np} 昔のフェディミアンの人々は世の中の他の人と同じ、普通の人々でした。{nl}ですが、その頃フェディミアンの人々には一つだけ他の人々とは違う点がありました。{np} フェディミアンの人々は誰もがとても慎重な性格だったのです。{nl}慎重というのは、言葉に気をつけたり火事に気をつけるということではありません。{np} フェディミアンの人々はあることで他の人とは違う慎重さを発揮していたのです。{nl}そして、フェディミアンでは住民も旅人も、皆その慎重さを身に付ける必要がありました。{nl}{np} フェディミアンの人々は物心付く頃には誰もが当たり前に気を付けるようになり、そのおかげでその部分に関しては幼い頃から成熟していたとも言えるでしょう。{np} では、フェディミアンの人々に慎重さをもたらしていたものが何なのかをお話しましょう。{nl}{nl}{np} フェディミアンでは誰かがお金を地面に落とせば、永遠に消えてしまうのです。{nl}その頃も今と同じく世の中のお金はほとんどが銀貨だったのですが、消えた銀化が総額いくらになるのかは、女神のみぞ知ることです。{nl}{np} フェディミアンで地面に落としたお金が消えてしまう理由は分かりません。{nl}ある人たちは女神ジェミナが自分の領域に触れたお金を持って行くのだと考えました。{nl}ですが、ほとんどの人々は女神が銀貨を欲しがるわけがないと考えていました。{nl}{np} 本当に女神が銀貨を集めているなら、人間が地中から金銀財宝を掘り出せるはずがありませんから。{nl}それに、女神ジェミナがあえてフェディミアンだけで銀貨を集める理由は見つかりません。{nl}{np} とにかく、理由は何であれフェディミアンではそんなことが起き、人々はお金を地面に落とさないようにいつも気を付けていました。{nl}{np} でも、いくら気を付けていても失敗は起こるもの。{nl}幼い少女ならばなおさらでしょう。{nl}ある日、アイステ(Aiste)という名の少女に起きたのも、そんな小さな失敗でした。{nl}{np} 言うまでも無く銀貨を地面に落としたのです。しばらくは道を転がっていましたが、いつの間にかふっと消えてしまいました。{nl}フェディミアンの人々はこういう時、自分の不注意を反省して諦めますが、アイステは違いました。{nl}なぜなら、アイステはフェディミアンで銀貨が消える現象を知らない唯一の子供だったからです。{nl}{nl}{np} そしてアイステは銀貨が隠れていそうな場所をあちこち探しました。{nl}しばらく探し続けたアイステの目の前に現れたのは、下水口付近の暗い物陰にいた物乞いでした。{nl}{np} アイステは年老いた物乞いに言いました。{nl}「あの、私が落とした銀貨を拾いませんでしたか？拾ったなら返してほしいんです。それ、私が今日一日働いて稼いだお金だから…。どうしてもそのお金が必要なんです。」{nl}{np} 年老いた物乞いはアイステの言葉に呆れてしまいました。{nl}フェディミアンで落とした銀貨を探そうとするなんて、あり得ないことだったからです。{nl}年老いた物乞いはアイステに説明しようとしましたが、面倒になってこう言いました。{nl}「わしもこの辺りに銀貨を落として見つからん。わしのも探してくれんか？」{nl}{np} 冗談のつもりでこう言った物乞いは、ふと幼いアイステに悪いことをしてしまったような気がして、こう続けました。{nl}' 「お前が働いている場所へ行って事情を話してみたらどうだ？」{nl}そして、迷いながら付け加えました。{nl}「お前の銀貨はわしがここで探してみよう。」{nl}{nl}{np} その言葉を聞くと、アイステは物乞いに何度も礼を言って、言われた通りに歩いて行きました。{nl}物乞いは我知らず湧いてきた親切心のせいで言った言葉に責任を持たなければと感じましたが、遠ざかって行くアイステの後ろ姿をみていると、大したことではないように思えてきました。{nl}{np} アイステはフェディミアン外郭の果樹園へ行きました。{nl}その日、アイステが働いたのはその果樹園だったのです。{nl}果樹園では木から実を収穫することもありましたが、地面に落ちた実を拾うのも大事な仕事でした。{nl}{np} 実を拾うのは手の小さな人の方が有利だったので、幼い働き手も受け入れたようです。{nl}中には人よりも手が小さくてよく働く猿を使うところもありましたが、猿は拾った実を食べてしまうので、果樹園では話を理解できる子供をよく雇いました。{nl}{np} とにかく、アイステは果樹園の主人を訪ねて事情を説明しました。{nl}ところが果樹園の主人はちょうど妻とケンカをした後で機嫌が悪く、フェディミアンで落とした銀貨がどうなるのかを知っていたので、アイステが他のことでお金を使ってしまい、自分に嘘をついているのだと思いました。{nl}{nl}{np} そこで彼は言いました。{nl}「果樹園で落ちた木の実が一つ残らず拾われるように、フェディミアンで落としたお前のお金も拾えるはずだ。だから賃金を二度もらえるなんて思うんじゃない。」{nl}アイステは果樹園の主人の冷たい言葉に涙が出そうになりました。{nl}果樹園の主人はその姿に同情しそうになりましたが、またお金をあげるつもりはありませんでした。{nl}{np} だから、彼はあえて冷たく言いました。{nl}「そんなに銀貨が必要なら、銀職人のところにでも行って、おこぼれでももらうんだな。」{nl}{nl}{np} その言葉を聞いたアイステは、仕方なく銀職人の家へ向かいました。{nl}幸い、銀職人の家もフェディミアンの外郭にありました。 {nl}フェディミアンの城内にあったら、細工中に誤って銀貨や銀細工を落とす度に困ることになるからです。{np} そのため、万が一に備えて銀職人たちはフェディミアンの外郭で暮らしていました。{nl}アイステは銀職人の家のドアを叩き、出てきた銀職人に事情を説明しました。{nl}{np} 銀職人はアイステの話を聞いて、こう言いました。{nl}「いくら子供だとはいえ、なんて馬鹿なんだ。フェディミアンで落とした銀貨が消えることも知らないのか。」{nl}{nl}{np} アイステはその言葉に驚き、とても悲しくなりました。{nl}そして、こう尋ねたのです。{nl}「どうしてそんなことが起こるんですか？」{nl}{nl}{np} 銀職人もその理由など知らなかったので、ただ思い浮かんだことを適当に言いました。{nl}「女神ジェミナが持って行くんじゃないか。」{nl}{nl}{np} その話を聞いて、アイステが言いました。{nl}「じゃあ、ジェミナ様にお願いしなきゃ。」{nl}銀職人はそれを聞いて呆れ、こう言いました。{nl}「だったら俺が昔落とした銀細工も返してくれってお願いしてくれよ。」{nl}{nl}{np} 銀職人は本気で言ったわけではありませんが、アイステは本気でわかったと答えて出て行きました。銀職人はその時になってアイステに悪いことをしたような気がしましたが、気まずさに負けて遠ざかるアイステを呼び戻すことはしませんでした。{nl}{nl}{np} アイステはとても疲れていましたが、ジェミナ女神像のところへ行きました。{nl}ジェミナ女神像の前に跪いたアイステは女神に一生懸命祈りました。{nl}「どうか、私が失くした銀貨を返してください。」{nl}そう祈りながら、アイステは我慢していた涙をぽたぽたと流しました。{nl}{np} どれだけ泣いて、どれだけ祈ったでしょうか。{nl}アイステはふと、自分の呼びかけに応える声を聞きました。{nl}「私の哀れな子よ。あなたのものを返してもらいたいのですか？」{nl}{nl}{np} アイステは自分に話しかけているのが女神ジェミナだと気付きました。そして泣くのをやめると、大きな声でそうだと答えました。{nl}{np} 女神の声がまた聞えます。{nl}「アイステよ、あなたが望んでいることは、私の好きなやり方ではありません。私が治める大地は、働かぬ農民に実りをもたらさないのです。」{nl}{nl}{np} 「でも私は今日、一生懸命働いたんです。」{nl}{np} 「知っています。だからあなたに、そしてあなたの隣人たちに機会を与えます。足元を見てみなさい。」{nl}{nl}{np} その言葉を最後に女神の声は聞こえなくなりましたが、アイステは足元にいくつかの銀貨を見つけました。{nl}アイステはその銀貨を見て、それが自分の流した涙が変化したものだということに気付きました。{nl}アイステはとても嬉しくなって、その銀貨を拾いました。{nl}そして家へ向かって歩き始めました。{nl}{np} 数歩歩いたところで、アイステは銀職人のおじさんのことを思い出しました。{nl}そしてアイステは銀職人の家へ向かい、ドアを叩いたのです。{nl}銀職人のおじさんは待っていたかのように出てきて言いました。{nl}「悪かったな。お前にあんなことを言って後悔してたんだ。俺が銀貨をやるよ。今度は落とさないように気を付けて家に帰るんだぞ。」{nl}{nl}{np} そう言いながら銀職人のおじさんが銀貨を差し出すと、アイステは首を振って言いました。{nl}「いいえ。女神が私の銀貨を返してくれたんです。落とした分以上にくれたんですよ。だから私はおじさんが銀を無くしたって言ってたのを思い出して、残りを分けに来たんです。だから、その銀貨はいりません。」{nl}{nl}{np} 銀職人は女神が銀貨を返してくれたという話に半信半疑でしたが、アイステが差し出す銀貨は本物だったので驚きました。銀職人はしばらく考えてから言いました。{nl}「だったらこうしよう。お前が俺にくれようとした銀貨をもらうから、お前も俺がやろうとした銀貨を受け取るんだ。どうだ？それなら公平だろう？それから、増えた銀貨を入れる袋もやるよ。」{nl}{np} アイステは銀職人と同じ量の銀貨を交換しました。{nl}そしてアイステは銀職人のおじさんにもらった袋に、増えた銀貨を入れました。{nl}{nl}{np} 銀職人のおじさんと別れて家に向かっていたアイステは、ふと物乞いのおじさんがまだお金を探してくれているかもしれないことを思い出して、行ってみることにしました。{nl}その途中で、果樹園の主人に会いました。{nl}果樹園の主人はアイステを見つけると、大喜びして言いました。{nl}「お前を探していたんだ。実は、お前にあんな風に言ったのが申し訳なくてな…。お詫びに賃金をもう一度払おう。今度は失くさないように気を付けるんだぞ。」{nl}{nl}{np} そう言うと、元々の賃金より沢山の銀貨をくれようとしました。{nl}でもアイステは首を振って言いました。{nl}「女神ジェミナ様が私のお金を返してくれたんです。それに、銀職人のおじさんのおかげもあって、今は沢山持っています。だから、ありがたいんですけど大丈夫ですよ。ほら、見てください。」{nl}{nl}{np} アイステは銀職人のおじさんから持った銀貨袋を果樹園の主人に見せようとして、驚きました。{nl}女神像の前で拾った銀貨と銀職人にもらった銀貨よりも遥かに多くの銀貨が入っていたからです。{nl}{np} アイステが増えた銀貨のせいで言葉を失っていると、果樹園の主人がこう言いました。{nl}「とにかく、これをもらってくれないと私が恥ずかしいんだ。もらってくれ。」{nl}{nl}そして、止める間もなく銀貨袋の中にお金を投げ入れて立ち去ってしまいました。{nl}アイステが我に返った時には果樹園の主人は遠くまで行ってしまっていて、アイステは彼を呼び戻すことができませんでした。{nl}{np} しばらく考えたアイステは、そのまま物乞いのおじさんのところへ行くために歩き始めました。{nl}アイステが物乞いのおじさんに会った場所の近くまで行くと、物乞いがアイステを見つけて彼女に駆け寄り、指にしっかり挟んだ銀貨を見せながら言いました。{nl}「ほら、お前の銀貨を見つけたぞ」{nl}{nl}{np} 物乞いのおじさんはボロボロの服を着て、銀貨を持つ指は垢で真っ黒でしたが、アイステはその姿を見て涙が出そうになりました。{nl}{nl}物乞いのおじさんがその銀貨を手に入れるのに、どんなに苦労したんだろうかと思ったからです。{nl}苦労して手に入れた銀貨を落とした銀貨だと言ってくれようとしたおじさんに胸が痛み、アイステはその銀貨を大事に受け取りました。{nl}{nl}{np} アイステは物乞いにもらった銀貨をしっかり握りしめると、自分の銀貨袋を物乞いに差し出して言いました。{nl}「これは私の銀貨を見つけてくれたお礼です。ジェミナ様が下さったものなんですよ。」{nl}{nl}そう言って物乞いのおじさんが返事をする前に急いで姿を消しました。{nl}{nl}{np} 物乞いはしばらくアイステが立ち去った方向を見ていましたが、アイステがくれたものが何なのかが気になって、袋を開けてみました。{nl}そして、何十枚もの銀貨を見つけて飛び上るほどに驚きました。{nl}もしもその袋がアイステが最初にもらった時はもちろん、ほんの数十秒前までよりも遥かに重くなっていたということを知れば、もっと驚いたでしょう。{nl}{nl}{np} 物乞いは銀貨一枚を必死に探していたアイステがその数十倍もの銀貨を簡単に自分にくれたということに感動しました。{nl}そして、アイステももうフェディミアンの神秘を知って、自分の渡した銀貨がアイステの失くした銀貨ではないということを知りながら、ありがたく受け取ったということにも気付いたのです{nl}{nl}{np} 物乞いは涙が溢れ出るのを止められませんでした。{nl}そして、なんということでしょう。彼の輝く涙の一粒一粒が地面に触れると、すべてが銀貨に変化したではありませんか。{nl}{nl}{np} 物乞いは自分の目を信じられませんでしたが、少し前にアイステが女神にもらったと言っていたことを思い出しました。{nl}しばらくすると、物乞いは自分の涙が変化した銀貨をアイステにもらった袋に入れて、歩き出しました。{np} アイステが祈りを捧げた女神像に到着した物乞いは、袋から自分が物乞いでもらった銀貨一枚を取り出し、残りの銀貨と袋を女神像に捧げました。{nl}そして心の中で女神に祈りを捧げてその場を立ち去りました。{nl}物乞いが捧げた銀貨は彼が立ち去った後、また涙に戻りましたが、それは誰も知らない話です。{np} その数日後、フェディミアンにおかしな噂が広まりました。{nl}もう銀貨を落としても消えないという噂です。{nl}深く根付いた常識と相反する噂は、少ない金額で試した人々によって立証され、ついにはフェディミアンの神秘的な現象が消えたということを街中の人が認めるようになりました。{nl}{np} 時は流れ、このことが国王の耳に入った時、国王はどうしてこんなことが起きたのか調べよと命令しました。{nl}そして隠された事実が判明し、アイステの物語が知れ渡るようになったのです。{nl}{nl}{np} 国王はお互いを思いやる気持ちで奇跡を起こした人々を賞賛し、一方で女神の恵みに感謝するためにフェディミアンに巨大な女神像を造ることにしました。{nl}{nl}{np} そして女神像が完成したその日、国王がアイステの手を握って祈りを捧げると、驚くべきことが起こりました。{nl}女神像の周辺の地面に、これまでフェディミアンの人々が失くしてきた沢山の銀貨が現れたのです。{nl}{nl}{np} 話し合いの末、フェディミアンの人々は自分たちが失くした銀貨に欲を出さないことを決めました。{nl}彼らは現れたお金を集めて、王国のあちこちにいる貧しい人々のために使ってほしいと国王に頼みました。{nl}国王は快く承諾し、この美しいエピソードを王国の歴史に記録して永く残すよう命令しました。{np} フェディミアンで銀貨が消える現象がいつ始まったのかは、今もその頃も誰にも分かりません。{nl}{nl}でもフェディミアンの神秘がいつ、どうして消えたのかは誰もが知っています。{nl}{nl}アイステと彼女を取り巻く善良な人々、そして限りない女神の恵みのおかげなのです。{nl},0.0,0.0,FFFF,3,1.0
690004,Book4,訓練されたアーチャーに見えないターゲットなどない！読むことができます。,icon_item_collection_04black,None,None,None,None,None,None,None,QUEST_JOBSTEP_20150317_000732,1,QUEST_JOBSTEP_20150317_000733{np}QUEST_JOBSTEP_20150317_000734{np}QUEST_LV_0100_20170418_016513{np}QUEST_JOBSTEP_20150317_000736{np}QUEST_JOBSTEP_20150317_000737{np}QUEST_JOBSTEP_20150317_000738{np}QUEST_JOBSTEP_20150317_000739{np}QUEST_JOBSTEP_20150317_000740{np}QUEST_JOBSTEP_20150317_000741{np}QUEST_JOBSTEP_20150317_000742,0.0,0.0,FFFF,3,1.0
690005,Book5,リディア・シャッフェンが弟子たちに話した道具に関する教え。読むことができます。,icon_item_collection_01red,None,None,None,None,None,None,None,QUEST_JOBSTEP_20150317_000743,1,QUEST_JOBSTEP_20150317_000744{np}QUEST_JOBSTEP_20150729_002996{np}QUEST_JOBSTEP_20150729_002997{np}QUEST_JOBSTEP_20150729_002998{np}QUEST_JOBSTEP_20150317_000748{np}QUEST_JOBSTEP_20150729_002999{np}QUEST_JOBSTEP_20150729_003000{np}QUEST_JOBSTEP_20150317_000751{np}QUEST_JOBSTEP_20150317_000752{np}QUEST_JOBSTEP_20150729_003001{np}QUEST_JOBSTEP_20150729_003002{np}QUEST_JOBSTEP_20150317_000755,0.0,0.0,FFFF,3,1.0
690006,Book6,リディア・シャッフェンが直面した難題に対する彼女ならではの対処法。読むことができます。,icon_item_collection_02green,None,None,None,None,None,None,None,QUEST_JOBSTEP_20150317_000756,1,QUEST_JOBSTEP_20150317_000757{np}QUEST_JOBSTEP_20150317_000758{np}QUEST_JOBSTEP_20150317_000759{np}QUEST_JOBSTEP_20150317_000760{np}QUEST_JOBSTEP_20150317_000761{np}QUEST_JOBSTEP_20150729_003003{np}QUEST_JOBSTEP_20150317_000763{np}QUEST_JOBSTEP_20150317_000764{np}QUEST_JOBSTEP_20150317_000765{np}QUEST_JOBSTEP_20150729_003004{np}QUEST_JOBSTEP_20150729_003005{np}QUEST_JOBSTEP_20150729_003006{np}QUEST_JOBSTEP_20150729_003007{np}QUEST_JOBSTEP_20150729_003008{np}QUEST_JOBSTEP_20150729_003009{np}QUEST_JOBSTEP_20150729_003010{np}QUEST_JOBSTEP_20150317_000773{np}QUEST_JOBSTEP_20150317_000774{np}QUEST_JOBSTEP_20150729_003011{np}QUEST_JOBSTEP_20150729_003012{np}QUEST_JOBSTEP_20150729_003013{np}QUEST_JOBSTEP_20150729_003014{np}QUEST_JOBSTEP_20150317_000779{np}QUEST_JOBSTEP_20150729_003015{np}QUEST_JOBSTEP_20150317_000781{np}QUEST_JOBSTEP_20150317_000782,0.0,0.0,FFFF,3,1.0
