$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
-1,Moneybag1,None,icon_item_silver,None,None,None,None,None,None,None,シルバー,None,None,None,FFFF,30,None
11040002,Ark_dummy,経験値移転を目的として作られた聖具です。,icon_item_ark_str,None,None,None,None,None,None,None,アーク - ダミー,0,0.0,0.0,FFFT,2,1.0
1250003,motion_medeina_emotion01,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：メデイナ(困惑),0,0.0,0.0,FFFT,7,1.0
1250004,motion_medeina_emotion02,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：メデイナ(嬉しい),0,0.0,0.0,FFFT,7,1.0
1250005,egg_003_ContentsTotalShop,右クリックで使用可能。使用するとすぐにコンパニオンに登録されます。{nl}登録したコンパニオンはコンパニオン搭乗スキルがなくても搭乗できます。,icon_item_egg_piggy,None,None,None,None,None,None,None,ピッグの卵,0,30.0,0.0,FFFT,7,10.0
1250011,motion_kupole_emotion01,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字: クポル(テヘッ),0,0.0,0.0,FFFT,7,1.0
1250012,motion_kupole_emotion02,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字: クポル(衝撃),0,0.0,0.0,FFFT,7,1.0
1250013,motion_kupole_emotion03,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字: クポル(ため息),0,0.0,0.0,FFFT,7,1.0
1250022,motion_dionyscon01,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ディオニス(ガクブル),0,0.0,0.0,FFFT,7,1.0
1250023,motion_dionyscon02,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ディオニス(感動),0,0.0,0.0,FFFT,7,1.0
1250024,motion_dionyscon03,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ディオニス(憤怒),0,0.0,0.0,FFFT,7,1.0
1250026,motion_bakarinecon1,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ヴァカリネ(衝撃),0,0.0,0.0,FFFT,7,1.0
1250027,motion_bakarinecon2,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ヴァカリネ(腹黒),0,0.0,0.0,FFFT,7,1.0
1250028,motion_bakarinecon3,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ヴァカリネ(応援),0,0.0,0.0,FFFT,7,1.0
1250030,motion_medeinacon1,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,絵文字：メデイナ(キラリーン),0,0.0,0.0,FFFT,7,1.0
1250031,motion_medeinacon2,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,絵文字：メデイナ(お金持ち),0,0.0,0.0,FFFT,7,1.0
1250032,motion_medeinacon3,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,絵文字：メデイナ(ぴえん),0,0.0,0.0,FFFT,7,1.0
1250035,motion_popocon1,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ポポリオン(胴上げ),0,0.0,0.0,FFFT,7,1.0
1250036,motion_popocon2,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ポポリオン(見事),0,0.0,0.0,FFFT,7,1.0
1250037,motion_popocon3,動くチャット絵文字を登録できます。右クリックで使用します。,icon_item_misc_00021,None,None,None,None,None,None,None,モーション絵文字：ポポリオン(ヒドイ発言),0,0.0,0.0,FFFT,7,1.0
1300001,EPISODE_11_REWARD_WEAPON_BOX,右クリックで使用すると、11強10超越[EP11]セビノスレグバ武器を選択して獲得できます。{nl}ㅤ{nl}{nl}獲得した武器は強化、超越、エンチャント、覚醒、分解、破壊、外見変更、抽出ができません。{nl}ㅤ{nl}{nl}[獲得できるアイテム]{nl}[EP11]セビノスレグバクロスボウx1{nl}[EP11]セビノスレグバキャノンx1{nl}[EP11]セビノスレグバダガーx1{nl}[EP11]セビノスレグバメイスx1{nl}[EP11]セビノスレグバマスケットx1{nl}[EP11]セビノスレグバピストルx1{nl}[EP11]セビノスレグバレイピアx1{nl}[EP11]セビノスレグバシールドx1{nl}[EP11]セビノスレグバスピアx1{nl}[EP11]セビノスレグバロッドx1{nl}[EP11]セビノスレグバソードx1{nl}[EP11]セビノスレグバボウx1{nl}[EP11]セビノスレグバグレートメイスx1{nl}[EP11]セビノスレグバスタッフx1{nl}[EP11]セビノスレグバパイクx1{nl}[EP11]セビノスレグバグレートソードx1{nl}[EP11]セビノスエルダートリンケットx1,icon_item_jewelrybox_close,None,None,None,None,None,None,None,[EP11] 11強10超越セビノス武器選択ボックス,0,0.0,0.0,FFFT,9,1.0
1300002,EPISODE_11_REWARD_EQUIP_BOX,右クリックで使用すると、11強10超越[EP11]セビノス防具を選択して獲得できます。{nl}ㅤ{nl}{nl}獲得した防具は強化、超越、エンチャント、覚醒、分解、破壊、外見変更、抽出ができません。{nl}ㅤ{nl}{nl}[獲得できるアイテム]{nl}[EP11] セビノスフィグリムテグローブx1{nl}[EP11]セビノスフィグリムテブーツ x1{nl}[EP11]セビノスフィグリムテパンツx1{nl}[EP11]セビノスフィグリムテローブx1{nl}[EP11]セビノスビメザイレザーグローブx1{nl}[EP11]セビノスビメザイレザーブーツx1{nl}[EP11]セビノスビメザイレザーパンツ x1{nl}[EP11]セビノスビメザイレザーアーマーx1{nl}[EP11]セビノスアクモガントレットx1{nl}[EP11]セビノスアクモグリーブx1{nl}[EP11]セビノスアクモプレートパンツx1{nl}[EP11]セビノスアクモアーマーx1,icon_item_jewelrybox_close,None,None,None,None,None,None,None,[EP11] 11強10超越セビノス防具選択ボックス,0,0.0,0.0,FFFT,9,1.0
1400001,Scroll_SkillItem_Custom_Moringponia_01,レイドに役立つアイテムです。,icon_item_core_00red,None,None,None,None,None,None,None,魔力の宝珠：変異解除,0,0.0,0.0,FFFF,7,1.0
1400002,Scroll_SkillItem_Custom_Moringponia_02,レイドに役立つアイテムです。,icon_item_core_03green,None,None,None,None,None,None,None,魔力の宝珠：レイズ免疫,0,0.0,0.0,FFFF,7,1.0
1400003,Scroll_SkillItem_Custom_Moringponia_03,レイドに役立つアイテムです。,icon_item_core_04blue,None,None,None,None,None,None,None,魔力の宝珠：石化解除,0,0.0,0.0,FFFF,7,1.0
1400004,Scroll_SkillItem_Custom_Moringponia_04,レイドに役立つアイテムです。,icon_item_core_05purple,None,None,None,None,None,None,None,魔力の宝珠：タンタイザーバフを奪う,0,0.0,0.0,FFFF,7,1.0
1400005,Scroll_SkillItem_Custom_Moringponia_05,レイドに役立つアイテムです。,icon_item_core_06black,None,None,None,None,None,None,None,魔力の宝珠：注視対象,0,0.0,0.0,FFFF,7,1.0
1410001,Ancient_Card_Escarot,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[エスカロット]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410002,Ancient_Card_Grimreaper,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[グリムリーパー]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410003,Ancient_Card_Naktis,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ナクティス]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410004,Ancient_Card_Prisoncutter,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[プリズンカッター]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410005,Ancient_Card_Fireload,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ファイアーロード]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410006,Ancient_Card_Saltistter,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[サルティスタ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410007,Ancient_Card_Velniamonkey,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ベルニアモンキー]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410008,Ancient_Card_Canceril,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[キャンスリル]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410009,Ancient_Card_FerretMarauder,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[フェレットマローダー]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410010,Ancient_Card_Lapene,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ラペネ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410011,Ancient_Card_Mothstem,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[モステム]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410012,Ancient_Card_Colimencia,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[コリメンシア]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410013,Ancient_Card_Orkan,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[オルカン]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410014,Ancient_Card_Sequoia,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[セルシシア]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410015,Ancient_Card_Mandara,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[マンダラ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410016,Ancient_Card_Castle_princess,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[キャッスルプリンセス]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410017,Ancient_Card_Torment,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[トルメンタ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410018,Ancient_Card_froster_lord,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[フロスターロッド]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410019,Ancient_Card_Tantaliser,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[タンタイザー]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410020,Ancient_Card_Wastrel,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ウェイストラル]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410021,Ancient_Card_solcomm,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ソルコム]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410022,Ancient_Card_Asiomage,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[アシオメイジ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410023,Ancient_Card_kucarry_balzermancer,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[クゲリ バルザマンサー]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410024,Ancient_Card_ProddedHorse,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[プロデッドホース]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410025,Ancient_Card_ChiefGuard,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ネビュラス]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410026,Ancient_Card_mirtis,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ミルティス]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410027,Ancient_Card_helgasercle,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ヘルガ・セルクル]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410028,Ancient_Card_Marnoks,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[マルノックス]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410029,Ancient_Card_Lecifer,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[レキシファー]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410030,Ancient_Card_ignas,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[イグナス]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410031,Ancient_Card_Zawra,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ジャウラ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410032,Ancient_Card_Blud,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ブルッド]アシスターカード,0,0.0,0.0,FFFT,7,1.0
1410033,Ancient_Card_Nuaelle,右クリックで該当アシスターを獲得します。{nl}獲得したアシスターはアシスター保管箱で確認できます。,icon_item_ancient_card,None,None,None,None,None,None,None,[ヌアエーレ]アシスターカード,0,0.0,0.0,FFFT,7,1.0
