$ID,$ID_NAME,AnvilATK,AnvilDEF,AnvilPrice,Bonus,Description,Durability,Grade,Icon,Level,Link_Collections,Link_Cubes,Link_Maps,Link_Maps_Exploration,Link_Monsters,Link_RecipeMaterial,Link_RecipeTarget,Link_Set,Material,Name,Potential,Price,RequiredClass,RequiredLevel,Sockets,SocketsLimit,Stars,Stat_ATTACK_MAGICAL,Stat_ATTACK_PHYSICAL_MAX,Stat_ATTACK_PHYSICAL_MIN,Stat_DEFENSE_MAGICAL,Stat_DEFENSE_PHYSICAL,TimeCoolDown,TimeLifeTime,Tradability,TranscendPrice,Type,TypeAttack,TypeEquipment,Unidentified,UnidentifiedRandom,Weight
4,NoOuter,,,,,,100,2,icon_item_quest_00017,1,,,,,,,,,5,なし_Outer,0,0,TTTTT,1,0,0,1,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1,11,11,False,False,1.0
5,NoPants,,,,,,100,2,icon_item_quest_00017,1,,,,,,,,,5,なし_Pants,0,0,TTTTT,1,0,0,1,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1,11,0,False,False,1.0
6,NoGloves,,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 29, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 43, 44, 45, 46, 48, 49, 50, 51]","[2273, 2284, 2295, 2306, 2318, 2329, 2340, 2351, 2363, 2374, 2981, 3593, 4212, 4838, 5468, 6102, 6743, 7391, 8044, 8701, 9365, 10035, 10710, 11390, 12076, 12769, 13466, 14168, 14877, 15593, 16313, 17037, 17768, 18506, 19249, 19996, 20750, 21510, 22275, 23045]",,,100,2,icon_item_quest_00017,1,,,,,,,,,5,なし_Gloves,0,0,TTTTT,1,0,0,1,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1,11,16,False,False,1.0
7,NoBoots,,"[1, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18, 19, 20, 21, 23, 24, 25, 26, 29, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 43, 44, 45, 46, 48, 49, 50, 51]","[2273, 2284, 2295, 2306, 2318, 2329, 2340, 2351, 2363, 2374, 2981, 3593, 4212, 4838, 5468, 6102, 6743, 7391, 8044, 8701, 9365, 10035, 10710, 11390, 12076, 12769, 13466, 14168, 14877, 15593, 16313, 17037, 17768, 18506, 19249, 19996, 20750, 21510, 22275, 23045]",,,100,2,icon_item_quest_00017,1,,,,,,,,,5,なし_Boots,0,0,TTTTT,1,0,0,1,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1,11,27,False,False,1.0
8,NoShirt,,,,,,100,2,icon_item_quest_00017,1,,,,,,,,,5,なし_Shirt,0,0,TTTTT,1,0,0,1,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",1,11,28,False,False,1.0
10000,NoHelmet,,,,"[[39, 4.0]]",,-1,2,icon_item_sword_1,0,,,,,,,,,5,なし_helmet,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,,12,11,,False,False,0.0
10001,murmillo_helmet,,,,,剣闘士の兜に傷がないとしたら使い始めの新品か、数多くの実験を経ても傷か付かないほどの優れものなのでしょう。,-1,2,icon_item_sword_26,0,,,,,,,,,5,ムルミロヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10002,helmet_plaguedoctor,,,,,プレイグドクターの装備の中には効果の良い薬が詰まっていると思われがちですが、本当の中身は司祭の権能そのものです。これが有能な治癒師とプレイグドクターの大きな違いです。,-1,2,icon_item_sword_26,0,,,,,,,,,5,プレイグドクターヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10003,helmet_shark,,,,,シャークヘッドを模したヘルメットです。着用すると見た目が変わります。,-1,2,icon_item_sword_26,0,,,,,,,,,5,シャークヘッドヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10004,helmet_ghostcorsair01,,,,,伝説に出てくる幽霊船の船長をイメージして作られた兜です。着用すると見た目が変わります。,-1,2,item_icon_helmet_ghostcorsair01,0,,,,,,,,,5,幽霊海賊ヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10005,helmet_weddingvail01,,,,,結婚式で新婦が着用するコスチュームです。,-1,2,helmet_weddingvail,0,,,,,,,,,5,どきどきウェディングベールコスチューム,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10006,helmet_fishbowl,,,,,まるで海の中にいるように感じられる特製ヘルメットです。,-1,2,icon_item_helmet_fishbowl,0,,,,,,,,,5,金魚鉢ヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10007,helmet_diver,,,,,潜水用に作られたヘルメットです。,-1,2,icon_item_helmet_diver,0,,,,,,,,,5,潜水士ヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10008,DragoonHelmet,,,,,剣闘士の兜に傷がないとしたら使い始めの新品か、数多くの実験を経ても傷か付かないほどの優れものなのでしょう。,-1,2,icon_item_sword_26,0,,,,,,,,,5,ドラグーンヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,12,11,9,False,False,0.0
10009,pumkin_helmet,,,,,カボチャをくり抜いて悪魔のように鋭い目、尖った鼻、ニヒルな口元を模したヘルメットです。着用すると見た目がかわります。,-1,2,icon_item_pumkin_helmet,0,,,,,,,,,5,ジャックオーランタンヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10010,helmet_Rudolf01,,,,,ルドルフ真っ赤な鼻は希望の象徴です。,-1,2,icon_item_helmet_rudolph,0,,,,,,,,,5,ルドルフのかぶりもの,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10011,helmet_weddingvail02,,,,,人生で最も重要な瞬間の1つ、結婚式で花嫁が着用するベールです。着用すると見た目が変わります。{nl}リサイクルショップでメダルと交換できます。,-1,2,helmet_weddingvail02,0,,,,,,,,,5,どきどきウェディングベールブルー,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10012,helmet_astronaut,,,,,はるか遠い世界、あの宇宙を旅するときに使用されていたと宇宙飛行士のヘルメットです。{nl}着用すると見た目が変わります{nl}リサイクルショップでメダルと交換することができます。,-1,2,icon_item_astronaut_helmet,0,,,,,,,,,5,ポラリス宇宙飛行士ヘルメット,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10014,helmet_romance01,,,,,ふたつのたてロールが印象的なキラキラした瞳が美しいお嬢様のかぶりものです。{nl}着用すると見た目が変更されます。{nl}リサイクルショップでメダルと交換することができます。,-1,2,icon_item_helmet_romance01,0,,,,,,,,,5,たてロールキラキラお嬢様のかぶりもの,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
10015,helmet_romance02,,,,,さまざまなことを経験しショックを受けているときの薔薇の執事のかぶりものです。{nl}着用すると見た目が変更されます。{nl}リサイクルショップでメダルと交換することができます。,-1,2,icon_item_helmet_romance02,0,,,,,,,,,5,衝撃を受けた薔薇の執事のかぶりもの,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,TTFT,,12,11,9,False,False,0.0
11000,NoArmband,,,,,,-1,2,icon_item_sword_1,0,,,,,,,,,5,なし_armband,0,0,TTTTT,0,0,0,0,0,0,0,0,0,0.0,0.0,FFFF,,0,11,,False,False,0.0
11101,ABAND01_101,,,,,これを身に付けていると、味方を見分けやすくなります。,-1,2,icon_item_artefact_armband,40,,,,,,,,,5,レッドアームバンド,0,0,TTTTT,40,0,0,0,0,0,0,0,0,0.0,0.0,TTTT,"[1, 1, 2, 2, 3, 3, 4, 5, 6, 7]",23,11,4,False,False,10.0
