$ID,$ID_NAME,Description,Icon,Link_Collections,Link_Cubes,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,Text,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
661203,Collection_Base_CASTLE65_3_HQ1,啟示者米歇爾的感想文可以用圖鑑去收集喔！,icon_item_diary,[642208],,,,,米歇爾的感想文,0,,0.0,0.0,FFFF,2,0.0
663196,JOB_1_SAGE_ITEM1,賢者大師正在尋找的書，可以閱讀。,icon_item_collection_01red,,,,,,賢者的基準點,0,,0.0,0.0,FFFF,2,0.0
663197,JOB_1_SAGE_ITEM2,賢者大師正在尋找的書，可以閱讀。,icon_item_collection_03blue,,,,,,蒙代羅爾山的女神處所 1卷,0,,0.0,0.0,FFFF,2,0.0
663198,JOB_1_SAGE_ITEM3,賢者大師正在尋找的書，可以閱讀。,icon_item_collection_00basic,,,,,,空間之書,0,,0.0,0.0,FFFF,2,0.0
690001,Book1,,icon_item_spellbook_1,,,,,,書名,1,,0.0,0.0,FFFF,2,1.0
690002,Book2,傳說的弓箭手和傳說的箭矢製造者的故事。可以閱讀。,icon_item_collection_00basic,,,,,,利迪亞夏班和造箭者,1,{s35}{nl}利迪亞夏班與造箭者{/}{np}即使是最強的弓箭手也一定會經歷箭矢消耗的問題。{nl}利迪亞夏班所使用的弓是她傾注心血打造的稀世名弓，但一樣需要消耗箭矢。{nl}不同於製作完成就能持續使用的弓，優質的箭矢無法永久使用。{nl}{np}製作永久性可回收使用的箭是不可能的，由利迪亞夏班親手製造自己的箭所耗費的時間實在太多。{nl}而籌集材料又是另一個問題。{nl}{np}利迪亞夏班在大開門戶之前就面臨此問題，這讓她傷透腦筋。因此許多史學家定論，無論是偶然抑或是女神的庇佑，如果她沒遇見大師造箭者，就沒有所謂星之塔的建設，而且也無法創建門戶。{nl}{np}他是世界上最出名的造箭者，後人口中所說的大師造箭者指的就是他。但大師造箭者與利迪亞夏班不同，他並沒有確切的本名。{nl}{np}自從他成名之後，人們就時常稱他為大師造箭者，也許當代的人們普遍知道他的本名，但卻意外地隨著歲月的流逝被埋沒了。{nl}根據幾個傳承下來的說法，他的本名叫約翰布拉克史密斯，但這個名字本身可能不是專有名詞而是普通名詞，包含這點在內尚有許多不足為信的理由，因此無法得到學者們的認同。{nl}{np}總而言之，利迪亞夏班可說是得到大師造箭者這樣的造箭名匠，所以日後才得以正式聚集勢力，並且為星之塔的竣工創舉打下基礎。{nl}不幸的是，大師造箭者製造箭矢的秘訣在當時並不公開，如今已經埋沒在歲月的洪流之中，因此便更難為人所知。{nl}{np}若說後代弓箭手還有一絲希望，那就是大師造箭者的造箭技術很有可能是緣於女神的祝福。{nl}因此無論是誰，得到女神的祝福者就能製造出與大師造箭者所打造、利迪亞夏班所使用的箭矢相同的箭。{nl}{np}另一個希望就是大師造箭者為了不讓造箭的秘訣失傳，確實把造箭秘法書藏在某處了。{np}基於此點，雖然快速的生產力是大師造箭者的天賦，但製造強大箭矢的秘訣如今也許還沉睡世界上的某個地方等著世人發現。,0.0,0.0,FFFF,2,1.0
690003,Book3,流傳到佩迪米安的傳說。可以閱讀。,icon_item_collection_01red,,,,,,佩迪米安的銀幣,1,很久很久以前，那是佩迪米安還未擁有巨大女神像的時候，{nl}當然當時還是有小女神像。{np}{nl}以前佩迪米安的人們是跟世界上任何人都沒有差異的普通人，{nl}但是佩迪米安以前的人和其他地方的人有一點非常不同。{np}佩迪米安人都是非常謹慎小心的，{nl}佩迪米安人很小心的意思並不是指他們說話小心或是小心預防火災那種。{np}{nl}佩迪米安的人們在處理事情上會比其他人要來得謹慎小心。{nl}還有這樣的謹慎程度，甚至會讓暫時在佩迪米安停留的人也不得不跟著一起謹慎起來。{nl}{np}佩迪米安的每個人從懂事開始就具備這種謹慎小心的態度，關於這件事情，承蒙你的幫助才能十分快速地了解。{np}{nl}那麼，現在就輪到我來告訴你，所有佩迪米安人小心翼翼在做的事情是什麼。{nl}{nl}{np}不管是誰，只要在佩迪米安不小心把錢掉在地上的話，錢就會永遠地消失。{nl}因為不管是過去還是現在，世界上的錢大部分都是銀幣，人們遺失的銀幣到底有多少，大概就只有女神才知道了。{nl}{np}{nl}沒有人知道為什麼錢掉在佩迪米安地上就會消失的確切原因。{nl}有些人說是澤米娜女神把碰觸到自己領域的錢給帶走了。{nl}但大部分的人認為這說法很可笑，因為他們覺得女神不可能會需要銀幣。{nl}{np}事實上假如女神會覬覦銀幣的話，人類最初就不可能從地上挖出金銀寶石了，所以這說法應該是對的。{nl}更何況，澤米娜女神根本就沒有執意非要拿取佩迪米安銀幣的理由。{nl}{np}反正，不管原因是什麼，在佩迪米安發生那種事，人們會小心翼翼地連一分錢都不讓掉在地上。{nl}{np}{nl}但是不管怎樣小心總還是會有失手的時候，{nl}如果是年紀還很小的少女就更不用說了。{nl}某天這樣的事情就發生在一個叫阿依絲泰的少女身上。{nl}{np}{nl}連說都不用說，銀幣掉落地面在路面上滾了一陣子，但就像之前說的那樣突然間消失得無影無蹤。{nl}佩迪米安的人們通常在這個時候會覺得是自己不注意而放棄尋找，但阿依絲泰就不同了，{nl}因為她是佩迪米安內唯一一個不知道銀幣會神秘消失的小孩。{nl}{nl}{np}所以阿依絲泰在弄丟銀幣之後，馬上認為銀幣一定是滾到哪裡藏起來了，然後開始四處尋找。{nl}找了一陣子的阿依絲泰遇見的是待在臭水溝附近偏僻牆角的乞丐。{nl}{np}阿依絲泰向年長的乞丐拜託道：{nl}[請問有撿到我掉在地上的銀幣嗎? 如果有的話，希望你可以還給我，那是我今天工作一整天賺到的錢，我非常需要那筆錢。]{nl}{np}{nl}年長的乞丐對阿依絲泰的話覺得無可奈何。{nl}竟然會有這種在佩迪米安尋找掉落銀幣的念頭，是非常不可思議的事情。{nl}年長的乞丐懶得向阿依絲泰說明，所以就這樣回答她：{nl}[我也在這附近掉了銀幣，結果沒找到，如果妳找的時候有順便找到我的就好了。]{nl}{np}{nl}吐出這種半開玩笑回答的乞丐覺得對於小小年紀的阿依絲泰感到抱歉，於是又說：{nl}'[回到妳工作的地方，據實以告拜託看看如何？」{nl}，然後像是猶豫了一下接著說：{nl}「我會在這裡繼續找看看有沒有妳的銀幣。]{nl}{nl}{np}聽了這些話的阿依絲泰向乞丐道謝後，並依照建言離開了。{nl}乞丐因為不自覺突然湧出的善念而說出這樣帶有點責任感的話，看著阿依絲泰走遠的背影，就覺得事情並不那麼沉重。{nl}{np}{nl}阿依絲泰前往了佩迪米安外圍的果園，{nl}因為阿依絲泰那天工作的地方就是果園。{nl}雖然果園裡主要是從樹上摘取果實，但是拾起掉落地面的果實也相當重要。{nl}{np}因為手小的人比較適合撿果實，所以也接受年紀小的人來工作。{nl}甚至某些地方也有使用手比人類小的猴子幫忙撿果實，雖然猴子比小孩還更會做事情，但也有不少把撿起來的果實直接吃掉的情形，因此果園主人寧可雇用聽話的小孩。{nl}{np}不管怎樣，阿依絲泰找到了果園主人說明事情經過。{nl}但是主人剛好跟老婆吵完架心情不好，也知道在佩迪米安裡掉落銀幣會怎樣，因此認定了阿依絲泰是將錢花在其他地方才故意來耍賴。{nl}{nl}{np}所以他這樣說：{nl}[就像把果園裡掉落的果實一個都不剩地撿起來一樣，妳也可以把掉在佩迪米安的錢再撿起來，我是絕對不會給妳兩次工錢的！」{nl}阿依絲泰因果園主人冷漠的話而淚眼汪汪。{nl}果園主人看到她這個樣子，雖然內心稍微遲疑了一下，但不想再把錢給她。{nl}{np}果園主人下定決心這樣說道：{nl}[如果妳真的需要銀幣的話，去向銀匠問看看有沒有殘渣可以拿吧！]{nl}{nl}{np}聽了這話的阿依絲泰莫可奈何地來到了銀匠的家。{nl}幸虧銀匠的家也在佩迪米安的外圍，{nl}如果在佩迪米安城內的話，若是失手將鍛造的銀幣或銀手工製品掉落地面的話就會很困擾。{np}所以為了避免失手，銀匠們全部都住在佩迪米安的外圍。{nl}阿依絲泰敲了銀匠家的門，將事情的經過告訴了出來應門的銀匠。{nl}{np}銀匠聽了阿依絲泰的話後回答：{nl}[就算年紀再小，也太愚蠢了！ 妳竟然不知道所有掉落在佩迪米安的地上的錢全部都會消失的事情嗎？]{nl}{nl}{np}阿依絲泰聽到這句話非常驚訝，對接下來銀匠的說明感到更加傷心。{nl}所以她開口問了：{nl}[為什麼會有這種事情發生？]{nl}{nl}{np}因為銀匠也不知道原因，就隨便把腦袋裡出現的想法說了出來：{nl}[大概是澤米娜女神帶走的吧。]{nl}{nl}{np}聽到這話的阿依絲泰說：{nl}[那只要向澤米娜女神拜託的話就可以了吧。]{nl}銀匠聽到這句話覺得很無言，只好說：{nl}[如果妳這樣想的話，就拜託她把我之前掉在地上的銀手工製品也一起還來吧！]{nl}{nl}{np}雖然銀匠的話並非出自真心，但阿依絲泰卻真心認為銀匠的話是真的而回答會幫忙就離開了。銀匠這時才對阿依絲泰感到很抱歉，但因為愛面子而沒有勇氣叫住離開的阿依絲泰。{nl}{nl}{np}阿依絲泰雖然覺得疲憊，但還是前去祈求澤米娜女神像。{nl}趴在澤米娜女神像前的阿依絲泰向女神懇切地祈禱：{nl}[拜託！請把我遺失的銀幣還給我。] {nl}就這樣祈禱的同時，阿依絲泰此時再也忍不住掉下了眼淚。{nl}{np}不知道哭了多久、祈禱了多久？{nl}阿依絲泰突然聽到回應自己的聲音。{nl}[我的孩子啊！ 妳想要找回自己的東西嗎？]{nl}{nl}{np}阿依絲泰突然了解向自己說話的人正是澤米娜女神。所以她停止了哭泣，並清清喉嚨回答。{nl}{np}女神的聲音再次傳來：{nl}[阿依絲泰，現在你希望我做的事情並不是我喜歡的方式，我治理的大地是不會把穀食和水果賞給不努力的農夫。」{nl}{nl}{np}[但是我今天很努力地工作了。]{nl}{np}[我知道，所以會給妳還有妳的鄰居們機會，看看妳的腳下。]{nl}{nl}{np}雖然女神的聲音隨著話語停止，但阿依絲泰可以看到了幾個銀幣在腳下。{nl}阿依絲泰看著放著銀幣地面，她了解到自己流下的眼淚全都變成了銀幣。{nl}阿依絲泰非常高興地撿起這全部的銀幣，{nl}並開始移動自己的步伐。{nl}{np}走了幾步的阿依絲泰想到了銀匠大叔，{nl}所以再次前往他的家並敲了門。{nl}之後銀匠大叔就像在等著她一樣，一出來就馬上說：{nl}[對不起！ 我很後悔就這樣送走了妳，我給妳幾個銀幣吧！ 這次千萬不要再掉下去了，小心地回家啊！]{nl}{nl}{np}說話的同時，銀匠大叔拿出銀幣。阿依絲泰搖了搖頭說道：{nl}[不是這樣，女神已經還給我一個銀幣了，而且還給得更多。所以我想到大叔之前有說過你也曾遺失了銀，所以想把剩下的拿給你才來的。我現在不需要你給我的銀幣。]{nl}{nl}{np}銀匠對於她提到女神歸還銀幣的事情感到半信半疑，但當阿依絲泰拿出銀幣時才真正嚇了一跳。銀匠想了想後這樣說：{nl}[那麼就這樣吧，我收下妳想給我的，我要給妳的妳也就收下！ 如何？ 這樣很公平吧？ 我另外再給妳一個可以裝得下這些多出來銀幣的袋子。]{nl}{np}所以阿依絲泰就和銀匠交換了相同數量的銀幣，{nl}並且用銀匠大叔給的袋子裝入從一個增加為好多好多個的銀幣。{nl}{nl}{np}和銀匠大叔告別後的返家途中，阿依絲泰突然擔心起乞丐大叔是不是還在幫忙找自己的錢。{nl}阿伊泰絲在前往找乞丐大叔的途中遇見了果園主人． {nl}果園主人發現了阿依絲泰後非常開心地說：{nl}[我正在找妳呢！ 事實上剛剛這樣讓妳走掉，我深感抱歉…。為了向妳道歉，我會再給妳一次工錢。這次要小心，千萬不要再弄丟了。]{nl}{nl}{np}而且，果園主人還想給她比原本還要更多的銀幣。{nl}但是阿依絲泰搖搖頭說：{nl}[澤米娜女神已經把我的錢還給我了，而且銀匠大叔也有幫忙，現在的銀幣已經很多了。所以很謝謝您，但我真的不需要。來，請看。]{nl}{nl}{np}阿依絲泰一邊說著一邊想把銀匠大叔給的銀幣袋子打開來給果園主人看，結果她嚇了一跳。{nl}因為裡面的銀幣，比起在女神像前面撿到的銀幣和從銀匠那裡拿到的銀幣還要多。{nl}{np}正當阿依絲泰因為銀幣增加而說不出話來的時候，果園主人這樣說了：{nl}[不管怎樣，如果不把這些給妳，我良心過意不去，妳一定要收下。] {nl}{nl}果園主人語畢，不讓阿伊絲泰有回話的空檔，像是強迫般把錢丟進打開的銀幣袋子內後就走掉了。{nl}等到阿依絲泰回神時，果園主人已經走遠，也無法叫住他了。{nl}{np}暫時停下腳步的阿依絲泰繼續往乞丐大叔的方向移動。{nl}當阿依絲泰快到遇見乞丐大叔的地方時，乞丐先發現了阿依絲泰，並連忙向她跑來，讓她看看自己手裡緊緊抓著的銀幣並說道：{nl}[妳看！ 我找到妳的銀幣了。]{nl}{nl}{np}乞丐大叔從破爛的衣服裡伸出抓著銀幣的手，阿依絲泰看著他的樣子，拼命忍住快要掉下來的眼淚。{nl}{nl}因為她腦海中浮現乞丐大叔為了那些銀幣，不知道辛苦地乞討了多久的畫面。{nl}她因為乞丐大叔把辛辛苦苦乞討來的銀幣當作是幫自己找到的銀幣而感到難過，阿依絲泰慎重地收下了那個銀幣。{nl}{nl}{np}阿依絲泰收好乞丐的銀幣後，把自己裝滿銀幣的袋子拿給乞丐說：{nl}[這個是為了答謝你幫我找到銀幣的謝禮，也是澤米娜女神賞賜的恩惠。]{nl}{nl}語畢，她在乞丐大叔還來不及說任何話之前就迅速離開了。{nl}{nl}{np}乞丐看著孩子消失的方向好一會後，因好奇阿依絲泰到底給了什麼禮物而將袋子打開來看。{nl}然後他驚訝地發現裡面有超過數十個的銀幣，{nl}萬一乞丐要是知道這袋子比起阿依絲泰剛拿到的時候，甚至比起遇到自己之前還要更重更多的話，應該會更為震驚。{nl}{nl}{np}乞丐對於遺失一枚銀幣就如此焦急的阿依絲泰，竟然輕易地就把數十倍銀幣交給自己的事情感到震撼。{nl}乞丐也領悟到，阿依絲泰既然已經知道了佩迪米安的秘密，就算知道這不是自己原本遺失的銀幣，她卻仍然充滿感激地將其收下。{nl}{nl}{np}想到這裡，乞丐也忍不住落下了眼淚。{nl}但這到底是怎麼一回事呢？ 乞丐每一滴晶瑩的淚珠落到到地面的時候，竟然全部變成了銀幣？{nl}{nl}{np}他不敢相信自己的眼睛，然後想起來不久前阿依絲泰說這是女神恩惠的事情。{nl}稍後，乞丐撿起了自己眼淚變成的銀幣並放入阿依絲泰給的袋子裡面，然後邁開步伐。{np}{nl}接著，乞丐來到了阿依絲泰祈禱的女神像前，並從袋子中拿出一枚自己行善收到的銀幣，然後將剩下的銀幣和袋子奉獻給女神像。{nl}他在心裡於女神祈願後就離開了那個地方。{nl}雖然乞丐供奉的銀幣在他離開後又變回了眼淚，但這已經無關緊要了。{np}幾天後，佩迪米安出現了奇怪的傳聞。{nl}就是不論再多的銀幣掉在地上，都再也不會消失的傳聞。{nl}對於這個和長久以來經驗不符的傳聞，有人用較小的金額進行了實驗並證明是事實，最後大家終於認同佩迪米安的神秘現象已經消失了。{nl}{np}{nl}經過一段時間，這件事情傳進國王的耳裡，國王下令了調查這件事情的真相。{nl}當隱藏的真相被發現後，阿依絲泰的故事就這樣傳開了。{nl}{nl}{np}國王讚揚互相因自愛而引發奇蹟的人們，並為了感念女神的恩惠而打開國庫在佩迪米安建造了大女神像。{nl}{nl}{np}最後女神像完工當天，國王和阿依絲泰一銅向女神進行首次貢獻時，發生了令人驚訝的事情。{nl}女神像周邊的地上出現了這段時間佩迪米安人們遺失的眾多銀幣。{nl}{nl}{np}在商議之後，佩迪米安的人們決定不貪圖這些遺失的銀幣，{nl}他們將出現的前收集起來，拜託國王把這些錢用來幫助王國各地貧困的人們。{nl}國王欣然允諾，並同時命令將這樁美事在王國的歷史上留下紀錄。{np}佩迪米安內消失銀幣的神秘事件不知道是何時、如何開始的，無論是現在還是當時都沒有人知道。{nl}{nl}但佩迪米安的神秘事件是何時、因誰而結束，現在幾乎每個人都知道了。{nl}{nl}都是多虧了阿依絲泰和幫助她的善良人們，以及女神無限的恩惠。{nl},0.0,0.0,FFFF,2,1.0
690004,Book4,對訓練過的弓箭手來說，沒有看不見的目標！可以閱讀。,icon_item_collection_04black,,,,,,利迪亞夏班的轉折點,1,{s35}{nl}利迪亞夏班的轉折點{/}{np}王室中流傳著一個記錄：國王卡杜梅爾問利迪亞夏班:[就算是妳應該也射不中藏在樹或石頭後面的靶子吧？]此時利迪亞夏班簡明扼要地應了一聲，同時用響亮的弓弦聲代替回答並命中標靶。{nl}然而有關於此，王室的正式記錄與流傳於世間的傳說中尚有未提及的部分。那就是卡杜梅爾國王說出那番話的目的，其實不單純是為了測試利迪亞夏班的箭術。{nl}{np}更重要的是，當時利迪亞夏班所射中的標靶是什麼東西，不，正確說來，她射中的是什麼人才是重點。{nl}王室的記錄與民間的傳說談到此軼事時，兩者都未提到這是什麼時候發生的事。 {nl}{np}只是把焦點放在利迪亞夏班強大的箭術上，將其當成英雄故事來說。{nl}之所以如此是有原因的。{nl}因為這軼事是發生在內戰時期的最後階段。與部分流傳的傳說不同之處是，露克立斯與卡杜梅爾國王的士兵戰鬥時，並不是在大地要塞的最後一層戰死。流傳露克立斯是因為某個原因，不想讓外人進入大地要塞最後一層的中心。{nl}{np}所以露克立斯是在大地要塞淪陷之前逃出要塞，而卡杜梅爾國王則調動士兵追擊他。{nl}追擊到最後，露克立斯被逼到懸崖邊。{np}那個懸崖上正好有個巨大的岩石，露克立斯背對那塊岩石，以正面朝向懸崖的狀態對付國王的士兵。{nl}當露克立斯背對那塊岩石時，追擊中的國王弓箭手就攻擊不到露克立斯了。{nl}如果是其他場所，就能藉由繞道從對面與左右包圍猛烈射箭，但這類攻擊對懸崖陣型是行不通的。{nl}{np}因為沒有弓箭手能越過懸崖在虛空中進行攻擊，因此卡杜梅爾國王簡直是一個勁的把士兵逼向懸崖邊。{nl}{np}#VALUE!{np}在這種情況下，卡杜梅爾國王想出的詭計就是他向利迪亞夏班提出的問題。{nl}當然，利迪亞夏班並沒有因為卡杜梅爾國王的挑釁而上當，也沒為了展現自己的能力而用驚人的曲射殺害岩石後的露克立斯。{nl}此處又有另一個隱情。{nl}{np}說到那個隱情，身為後代的我們也只能猜測那是利迪亞夏班的師父的願望，而親手結束某人生命的心情一定是既痛苦又複雜。{nl}總之因為這個事件，世人皆知迪亞夏班能射穿被岩石擋住的標靶，但她當時複雜心情的轉折點是無從推度的。{nl},0.0,0.0,FFFF,2,1.0
690005,Book5,利迪亞夏班傳給弟子們的道具相關教訓。可以閱讀。,icon_item_collection_01red,,,,,,利迪亞夏班的箭尾槽,1,{s35}{nl}利迪亞夏班的箭尾槽{/}{np}根據傳聞，這是某天發生在星之塔的事。{nl}某天，利迪亞夏班的門徒在星之塔中展開爭論。{nl}據說多名門徒在訓練後閒聊途中出現這種話題。{nl}[無論再好的弓，如果使用者能力拙劣就無法把威力發揮出來。因此重要的是自身的能耐。]{nl}其他門徒反駁了某門徒的這種主張。{nl}{np}[你忘了弓箭手的基本。何謂弓箭手？ 弓箭手就是使用弓這種工具的人。沒有弓的弓箭手能存在嗎？ 就算自身的武藝再高，如果用刀與槍施展武藝，那怎麼能成為弓箭手呢？ 總歸，弓箭手必須依賴工具。]{nl}{np}於是有不同見解的門徒再次反駁。{nl}[既然你說工具重要，那我們就針對這點來說吧。{nl}所謂的弓的定義到底是甚麼？就像石弓這種比較不需要使用者能力的武器，以及會被使用者能力大幅左右的巫蠱師的武器，弓箭手能使用的武器也是很多元的。{nl}巫蠱師的風箭是很難以弓去控制的，即使用再好的材料打造，沒經驗的人就是很難上手。]{nl}{np}然而石弓或十字弓真的是誰都能使用的武器嗎？其實不然。{nl}依照你的主張，必須有工具才會有弓箭手的存在，但這是錯的。{np}#VALUE!{np}如果沒有風和空氣，射出的箭與子彈就無法命中目標，如此一來就不會有神射手的存在，而名弓又有什麼意義呢？ 最後，對弓箭手而言，最重要的是去感覺風的流動，並讓自己的意志與風結合。]{nl}{np}此後門生的爭論也不斷持續下去，並演繹出更多樣有趣的主張與理論。{nl}最後門生也開始好奇他們的師父─利迪亞夏班是怎麼想的。{nl}所以門生都去找利迪亞夏班，並把至今的對話告訴他等待利迪亞夏班解答。{nl}{np}據說當門生來找利迪亞夏班時，她正好在用箭頭的尖刃剝栗子吃，並且危險地跨坐在星之塔的欄杆上。{nl}{np} 利迪亞夏班繼續吃著栗子並傾聽門徒們反覆論述的主張，他暫時安靜地不動聲色，接著就用手指撥弄自己吃完後堆積下來的栗子殼，並從中拿起某樣東西如此說道。{nl}[這是什麼？]{nl}一名反應快、眼力好的門徒最先回答。{nl}[那是栗子的內皮。]{nl}{np}那確實是栗子內皮，因此其他門徒也點點頭等待師父開口說話。{nl}於是利迪亞夏班便繼續說下去。{nl}[不對。這是我的箭尾。]{nl}{np}聽說利迪亞夏班說完就把栗子的內皮夾在手指之間，並用它包住時常置於身邊的箭的尾端，將之當成箭尾槽般使用並把箭射向天際。{nl}據說利迪亞夏班用奇怪的方法消除門徒們的爭論，並從欄杆上縱身而下留下不知所措的門徒們離去。{nl},0.0,0.0,FFFF,2,1.0
690006,Book6,丟給利迪亞夏班的難題之她的應付方法。可以閱讀。,icon_item_collection_02green,,,,,,利迪亞夏班和侏儒怪,1,{s35}利迪亞夏班和侏儒怪{/} {np}王國各地流傳著有關利迪亞夏班的趣聞軼事。{nl}甚至從歷史上的記錄來看，連可斷言利迪亞夏班不曾去過之處，也有其行經村莊時所發生的軼聞。{nl}這種軼聞的內容很荒誕，比方說有龍出沒，或者出現性格不同於我們所知的魔族與利迪亞夏班行打賭之約等。{nl}{np}儘管如此，該地的居民卻依然深信不疑，自己的故鄉出現在與利迪亞夏班有關的故事之中，這讓他們感到驕傲。{nl}{np}相較於因為內戰而早死的露克立斯，或不常離開自己所建造的塔的弗羅里等人，利迪亞夏班確實曾在世界各地遊走冒險，所以很適合出現在那些軼聞之中。{nl}從現在起所描述的故事也是那些傳說之一。{nl}{np}也許故事本身不屬實，而且除了今日，在當時應該也是荒謬絕倫，但這種故事具有生命力並且流傳至今，此一事實就能說明其符合利迪亞夏班的性情。{np} 有一天，利迪亞夏班獨自離開某個村莊並走在夜道上。{nl}利迪亞夏班看到有個旅人無力地癱坐在林間小路後便停下腳步。{nl}利迪亞夏班出於好奇而開口問他。{nl} [請問您怎麼會在深夜裡坐在森林中呢？]{nl}跌坐在地的旅人在利迪亞夏班接連的催促下勉強回答。{nl}旅人所回答的內容如下。{nl}{np}據說旅人在幾天前經過這片森林時遇到名為侏儒怪的魔族。{nl}旅人被捲進魔族的紛爭中，結果就和侏儒怪展開比試。{nl}{np}雖然贏得勝利就能得到豐厚的獎賞，但與魔族的比試並不簡單，結果旅人便在比試中輸掉了。這下旅人只能唉聲嘆氣，等著把說好的獎賞拱手交給侏儒怪。{nl}利迪亞夏班聽了原委後，心中萌生想會會那個名為侏儒怪的魔族的念頭。{nl}他答應旅人會盡力幫忙。{nl}過了一段時間，利迪亞夏班所等待的侏儒怪出現了。{np}利迪亞夏班向侏儒怪提議立刻無條件放了旅人並與自己比試。{nl}不知是幸還是不幸，侏儒怪熟知利迪亞夏班的名聲，並且因為能和大名鼎鼎的利迪亞夏班比試而興奮不已，於是便接受了這個要求。{nl}{np} 雖然現在侏儒怪之名不太為人所知，但當時這個惡魔因為比賽對手很強而一決勝負，最後因戰勝對方而聞名。{nl} 但牠總是對比賽規則做些微的改變。{nl} 利迪亞夏班回答說，{nl}[嗯，我聽得出來你想跟我比射箭。可是你想怎麼做呢？]{nl}{np}[比誰的箭術高沒有意思。所以我們這麼做吧，你決定靶子後射箭。那麼我就在那支箭射中靶子之前跳到那支箭上。]{nl}侏儒怪說完後利迪亞夏班便問。{nl}[你要跳到箭上？]{nl}[沒錯。]{nl}{np}侏儒怪回答後身體就開始變小了。{nl}侏儒怪縮成拳頭般的大小後便接著說。{nl}[怎樣？變得這麼小就能跳到你的箭上了吧？]{nl}利迪亞夏班暫時沉思後說，{nl}[這場比賽有問題。如果因為你碰到箭導致箭落地害我無法射中標靶，那不管你有沒有跳到箭上都是我輸啊？]{nl}侏儒怪回答利迪亞夏班。{nl}{np}[那這樣好了，我贏的條件就是跳到你的箭上，並且和箭一起飛到靶子上。]{nl}{nl}[如果在那之前你從箭上摔下來呢？]{nl}[那也算我輸。然後我們來比試三場。也就是說先取得3戰2勝的人就是贏家。]{nl}{np}#VALUE!{np}利迪亞夏班搭上箭後把目標喊了出來。{nl}[那邊最大的褐色樹木！]{nl}說完的同時便放開弓弦，而箭則以驚人的速度破風而出。{nl}{np}然而侏儒怪卻以輕盈的動作追上飛出的箭並騎了上去，當箭射中樹後，牠便配合那股震動在箭上跳舞並唱出不知明的歌。{nl}利迪亞夏班再次搭上箭並大喊。{nl}[我左側正前方松樹的所有松果！]{nl}與之同時，利迪亞夏班便使出神乎其技的弓術。{np}好似炎熱夏天暴雨擊出的雷擊速度般的箭速，數十支箭，不，也許有數百支箭幾乎同時朝相同方向齊發而出。{nl}{np}這次就連侏儒怪也無法從容不迫了。雖然用人類的肉眼根本無法辨別，但侏儒怪在飛箭劃破天際時，縱身跳到每一支箭上坐下後又跳到其他箭上，並且在最後一支箭射中松果前，乘著那支箭命中了標靶。{nl}侏儒怪好像很累似地露出疲態對利迪亞夏班說。{nl}{np}[總之，在最後一支箭射中標靶之前我已經騎上每一支箭，所以這場比賽是我贏了。]{nl}利迪亞夏班回答說，{nl}[你的確在所有箭射中標靶前跳到箭上，我同意你的說法。]{nl}{np}侏儒怪聽了利迪亞夏班所說的話便露出邪惡的微笑說，{nl}[那我們的比試是我贏囉。那麼有關剛才所說的獎勵…]{nl}侏儒怪話還沒說完利迪亞夏班就搖著頭說，{nl}[你該不會贏了兩次就不比最後一次了吧？ 我可不能只比兩場就認輸，而且我們明明約好比三次不是嗎？ {np}在完成3次比賽之前都還不算結束，我認為在比賽尚未結束前提及獎勵是沒有意義的…]{nl}{np}#VALUE!{np}然而當牠騎在箭上朝向月亮飛去之前，馬上就明白這是一場無法結束的比試。{nl}過了一段時間，箭矢因為力量耗盡而掉落地面，但利迪亞夏班射出後侏儒怪所乘坐的那支箭卻以靜止的狀態浮在半空中。{np}#VALUE!{np}根據傳說，侏儒怪還沒抵達月亮，並且使盡自身所擁有的魔力正往月亮飛去。{nl}也許在牠的魔族壽命結束之前還回得來。{nl}{np}然而如同我們所知，利迪亞夏班在很久以前就已進入永眠，雖然惡魔沒輸，但也永遠贏不了。{nl}還有一件事讓身為後世的我們感到好奇，那就是利迪亞夏班與侏儒怪所提出的獎賞到底是什麼呢？ {nl}當然，我們還有人可以問，不，應該說是惡魔。但是我們不知道他什麼時候回來，看來那個疑問在短時間內應該很難解開。{nl}{nl},0.0,0.0,FFFF,2,1.0
