$ID,$ID_NAME,Bonus,Description,Icon,Link_Collections,Link_Cubes,Link_Items,Link_MonsterDrops,Link_RecipeMaterial,Link_RecipeTarget,Name,Price,TimeCoolDown,TimeLifeTime,Tradability,Type,Weight
642001,COLLECT_101,"[[""INT"", 1], [""STR"", 1]]",An old relic found in a well. {nl}Right-click to use.,icon_item_box,,,"[645151, 645228, 645229, 645403, 645451, 645461]",,,,Monster Specimen Set,1,0.0,0.0,0010,4,0.0
642002,COLLECT_102,"[[""STR"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645268, 649001, 649002, 649003, 649006]",,,,Ore Collection,1,0.0,0.0,0010,4,0.0
642003,COLLECT_103,"[[""CON"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645024, 645379, 645461]",,,,Flower Collection,1,0.0,0.0,0010,4,0.0
642004,COLLECT_104,"[[""INT"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645267, 645333, 645364, 645435]","[{""Map"": null, ""Chance"": 0.1, ""Monster"": 57258}]",,,Bone Collection,1,0.0,0.0,0010,4,0.0
642005,COLLECT_105,"[[""SPR"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645162, 645292, 645439]",,,,Crystal Collection,1,0.0,0.0,0010,4,0.0
642006,COLLECT_106,"[[""DEX"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645401, 645410, 645411, 645428, 645450]",,,,Royal Mausoleum Collection,1,0.0,0.0,0010,4,0.0
642007,COLLECT_107,"[[""Critical Attack"", 10]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645194, 645419, 645454, 645455]",,,,Cockatrice Collection,1,0.0,0.0,0010,4,0.0
642008,COLLECT_108,"[[""Magic Defense"", 10]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645130, 645142, 645192, 645197, 645221, 645421]",,,,Devil Collection,1,0.0,0.0,0010,4,0.0
642009,COLLECT_109,"[[""INT"", 1], [""STR"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645142, 645320, 645334, 645430, 645453]",,,,Tenet Church Collection,1,0.0,0.0,0010,4,0.0
642010,COLLECT_110,"[[""Defense"", 4]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645193, 645348, 645400]",,,,Spirit Collection,1,0.0,0.0,0010,4,0.0
642011,COLLECT_111,"[[""Dark Property Resistance"", 8]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644009, 644042, 644043, 644067]",,,,Lv1 Card Collection,1,0.0,0.0,0010,4,0.0
642012,COLLECT_112,"[[""Defense"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644029, 644031, 644032, 644033, 644068]",,,,Lv2 Card Collection,1,0.0,0.0,0010,4,0.0
642013,COLLECT_113,"[[""Magic Defense"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644007, 644015, 644048, 644053, 644063, 644093]",,,,Lv3 Card Collection,1,0.0,0.0,0010,4,0.0
642014,COLLECT_114,"[[""CON"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644022, 644024, 644045, 644059]",,,,Lv4 Card Collection,1,0.0,0.0,0010,4,0.0
642015,COLLECT_115,"[[""INT"", 1]]","A collection of five necklaces. Each necklace is inscribed with one of the five topics of a pilgrim's path. Made by Maven, the founder of the Great Cathedral. You can add it through the Magic Association NPC's Collection window with right-click.",icon_item_jewelrybox,,,"[581132, 581133, 581134, 581135, 581136]",,,,Necklace of the Five Sins Collection,1,0.0,0.0,0000,4,0.0
642016,COLLECT_116,"[[""Maximum HP"", 125]]",A collection of the conflict between the demons and the goddesses in Goddess Laima's revelation.{nl}Right-click to add it to the Collection window through the Magic Association NPC.,icon_item_holyark,,,"[650710, 650742, 650830]",,,,Revelation: Opposing Piece Collection,1,0.0,0.0,0000,4,0.0
642017,COLLECT_117,"[[""Weight Limit"", 100]]",A collection of one of the world's hidden secret in Goddess Laima's revelation.{nl}Right-click to add it to the Collection window through the Magic Association NPC.,icon_item_holyark,,,"[650824, 650856, 653041]",,,,Revelation: Inside Piece Collection,1,0.0,0.0,0000,4,0.0
642018,COLLECT_118,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628054, 645024, 645117, 645118, 645120, 645121, 645267]",,,,Collection: West Siauliai Woods,1,0.0,0.0,0000,4,0.0
642019,COLLECT_119,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640072, 645122, 645124, 645125, 645269]",,,,Collection: East Siauliai Woods,1,0.0,0.0,0000,4,0.0
642020,COLLECT_120,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[601123, 645117, 645126, 645129]",,,,Collection: Miners' Village,1,0.0,0.0,0000,4,0.0
642021,COLLECT_121,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[581123, 640025, 645129, 645130, 645235, 645286]",,,,Collection: Crystal Mine 1F,1,0.0,0.0,0000,4,0.0
642022,COLLECT_122,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645129, 645132, 645222, 645287, 645288]",,,,Collection: Crystal Mine 2F,1,0.0,0.0,0000,4,0.0
642023,COLLECT_123,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645129, 645131, 645292, 645293]",,,,Collection: Crystal Mine 3F,1,0.0,0.0,0000,4,0.0
642024,COLLECT_124,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[502123, 512123, 522123, 532123, 645134, 645135, 645352]",,,,Collection: Srautas Gorge,1,0.0,0.0,0000,4,0.0
642025,COLLECT_125,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[142101, 645134, 645300, 645307]",,,,Collection: Gele Plateau,1,0.0,0.0,0000,4,0.0
642026,COLLECT_126,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628018, 645138, 645297, 645306, 645346, 645347, 645348, 645412]",,,,Collection: Nefritas Cliff,1,0.0,0.0,0000,4,0.0
642027,COLLECT_127,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645134, 645231, 645303, 645310]",,,,Collection: Tenet Garden,1,0.0,0.0,0000,4,0.0
642028,COLLECT_128,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645151, 645228, 645229, 645380, 645461]",,,,Collection: Veja Ravine,1,0.0,0.0,0000,4,0.0
642029,COLLECT_129,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645153, 645341, 645357, 645393, 645394, 645435]",,,,Collection: Vieta Gorge,1,0.0,0.0,0000,4,0.0
642030,COLLECT_130,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645156, 645451, 649201]",,,,Collection: Cobalt Forest,1,0.0,0.0,0000,4,0.0
642031,COLLECT_131,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[511107, 601127, 640044, 645403]",,,,Collection: Septyni Glen,1,0.0,0.0,0000,4,0.0
642032,COLLECT_132,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[582103, 645142, 645333, 645334]",,,,Collection: Tenet Church B1,1,0.0,0.0,0000,4,0.0
642033,COLLECT_133,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628051, 645330, 645453, 645618, 649007]",,,,Collection: Tenet Church 1F,1,0.0,0.0,0000,4,0.0
642034,COLLECT_134,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645141, 645320, 645430, 649204]",,,,Collection: Tenet Church 2F,1,0.0,0.0,0000,4,0.0
642035,COLLECT_135,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640042, 645159, 645160, 645162, 645246, 645413]",,,,Collection: Gate Route,1,0.0,0.0,0000,4,0.0
642036,COLLECT_136,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645161, 645164, 645218, 645219, 645234, 645369]",,,,Collection: Sirdgela Forest,1,0.0,0.0,0000,4,0.0
642037,COLLECT_137,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645163, 645165, 645432]",,,,Collection: Kvailas Forest,1,0.0,0.0,0000,4,0.0
642038,COLLECT_138,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[121106, 201108, 202119, 242111, 645187, 645547]",,,,Collection: Guards Graveyard,1,0.0,0.0,0000,4,0.0
642039,COLLECT_139,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645171, 645225, 645445, 645476]",,,,Collection: Gateway of the Great King,1,0.0,0.0,0000,4,0.0
642040,COLLECT_140,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628061, 645172, 645173, 645420]",,,,Collection: Ramstis Ridge,1,0.0,0.0,0000,4,0.0
642041,COLLECT_141,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[521111, 531107, 531111, 601129, 645174, 645256, 645446]",,,,Collection: Overlong Bridge Valley,1,0.0,0.0,0000,4,0.0
642042,COLLECT_142,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645175, 645421, 645464, 645465, 649208]",,,,Collection: Akmens Ridge,1,0.0,0.0,0000,4,0.0
642043,COLLECT_143,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[141109, 161109, 241104, 645176, 645177]",,,,Collection: Tiltas Valley,1,0.0,0.0,0000,4,0.0
642044,COLLECT_144,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645392, 645423, 645540, 645565]",,,,Collection: Gytis Settlement Area,1,0.0,0.0,0000,4,0.0
642045,COLLECT_145,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644130, 680114, 680115, 680116, 680117, 685114, 685115, 685116, 685117]",,,,Collection: Royal Mausoleum Workers Lodge,1,0.0,0.0,0000,4,0.0
642046,COLLECT_146,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[644126, 680118, 680119, 680120, 680121, 685118, 685119, 685120, 685121]",,,,Collection: Royal Mausoleum Constructors' Chapel,1,0.0,0.0,0000,4,0.0
642047,COLLECT_147,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[182106, 644053, 649216, 680122, 680123, 680124, 685122, 685123, 685124]",,,,Collection: Royal Mausoleum Storage,1,0.0,0.0,0000,4,0.0
642048,COLLECT_148,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[602105, 645177, 645238, 645364]",,,,Collection: Rukas Plateau,1,0.0,0.0,0000,4,0.0
642049,COLLECT_149,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[182114, 501113, 501114, 628040, 645177]",,,,Collection: King's Plateau,1,0.0,0.0,0000,4,0.0
642050,COLLECT_150,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[202116, 251101, 601128, 645392, 645463]",,,,Collection: Zachariel Crossroads,1,0.0,0.0,0000,4,0.0
642051,COLLECT_151,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645178, 645179, 645221, 645410, 645450]",,,,Collection: Royal Mausoleum 1F,1,0.0,0.0,0000,4,0.0
642052,COLLECT_152,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[201110, 241105, 581129, 645180, 645181, 645220]",,,,Collection: Royal Mausoleum 2F,1,0.0,0.0,0000,4,0.0
642053,COLLECT_153,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[161110, 521153, 531114, 645181, 645210, 645428]",,,,Collection: Royal Mausoleum 3F,1,0.0,0.0,0000,4,0.0
642054,COLLECT_154,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[121108, 251101, 531153, 645209, 645411]",,,,Collection: Royal Mausoleum 4F,1,0.0,0.0,0000,4,0.0
642055,COLLECT_155,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640040, 645186, 645401, 645402, 649205]",,,,Collection: Royal Mausoleum 5F,1,0.0,0.0,0000,4,0.0
642056,COLLECT_156,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[101110, 162106, 511113, 582106, 640072, 645477]",,,,Collection: Baron Allerno,1,0.0,0.0,0000,4,0.0
642057,COLLECT_157,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[521113, 602106, 645160, 645438, 645547, 645552]",,,,Collection: Myrkiti Farm,1,0.0,0.0,0000,4,0.0
642058,COLLECT_158,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[501115, 645225, 645547, 645551, 645573]",,,,Collection: Aqueduct Bridge Area,1,0.0,0.0,0000,4,0.0
642059,COLLECT_159,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[643677, 643740, 645445, 645476]",,,,Collection: Tenants' Farm,1,0.0,0.0,0000,4,0.0
642060,COLLECT_160,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640029, 645187, 645239, 645240, 645462]",,,,Collection: Stele Road,1,0.0,0.0,0000,4,0.0
642061,COLLECT_161,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[640028, 645190, 645396, 645397, 645427, 649200, 649209]",,,,Collection: Goddess' Ancient Garden,1,0.0,0.0,0000,4,0.0
642062,COLLECT_162,"[[""HP Recovery"", 5]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[221113, 645191, 645192, 645213]",,,,Collection: Escanciu Village,1,0.0,0.0,0000,4,0.0
642063,COLLECT_163,"[[""SP Recovery"", 3]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628015, 645193, 645194, 645419, 645455, 645481, 649203]",,,,Collection: Fedimian Suburbs,1,0.0,0.0,0000,4,0.0
642064,COLLECT_164,"[[""Accuracy"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[161130, 202104, 521122, 521122, 645614]",,,,Collection: Crystal Mine Lot 2 - 1F,1,0.0,0.0,0000,4,0.0
642065,COLLECT_165,"[[""Evasion"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[142104, 271122, 531122, 645235, 645429, 645615]",,,,Collection: Crystal Mine Lot 2 - 2F,1,0.0,0.0,0000,4,0.0
642066,COLLECT_166,"[[""Critical Rate"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[141130, 645344, 645363, 645438, 645539]",,,,Collection: Entrance of Kateen Forest,1,0.0,0.0,0000,4,0.0
642067,COLLECT_167,"[[""Critical Attack"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[17033, 30278, 582109, 645437, 645540, 645541]",,,,Collection: Owl Burial Ground,1,0.0,0.0,0000,4,0.0
642068,COLLECT_168,"[[""Critical Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[601132, 601132, 645469, 645479]",,,,Collection: Poslinkis Forest,1,0.0,0.0,0000,4,0.0
642069,COLLECT_169,"[[""Stamina"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[18008, 111001, 582108, 643535, 645344]",,,,Collection: Saknis Plains,1,0.0,0.0,0000,4,0.0
642070,COLLECT_170,"[[""Magic Amplification"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645195, 645196, 645216, 645233, 645381, 645388, 645389, 645431]",,,,Collection: Mage Tower 1F,1,0.0,0.0,0000,4,0.0
642071,COLLECT_171,"[[""Physical Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628036, 645197, 645447, 645460, 649208, 649210]",,,,Collection: Mage Tower 2F,1,0.0,0.0,0000,4,0.0
642072,COLLECT_172,"[[""Magic Attack"", 2]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[581137, 645199, 645200, 645443]",,,,Collection: Mage Tower 3F,1,0.0,0.0,0000,4,0.0
642073,COLLECT_173,"[[""Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[628058, 640054, 645202, 645234, 645237, 645407]",,,,Collection: Mage Tower 4F,1,0.0,0.0,0000,4,0.0
642074,COLLECT_174,"[[""Magic Defense"", 1]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645204, 645205, 645216, 645381]",,,,Collection: Mage Tower 5F,1,0.0,0.0,0000,4,0.0
642075,COLLECT_175,"[[""Maximum HP"", 45]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[11103, 14054, 122117, 645544, 645545, 645546]",,,,Collection: Dvasia Peak,1,0.0,0.0,0000,4,0.0
642076,COLLECT_176,"[[""Maximum SP"", 18]]",A collection where you can register your items.{nl}You can register an item by right-clicking it.,icon_item_box,,,"[645442, 645547, 645548, 645549, 645550]",,,,Collection: Sunset Flag Forest,1,0.0,0.0,0000,4,0.0
